run,id,tier,system,question,answer,in_tokens,out_tokens,latency_s,sources,correctness,faithfulness,reason
2,t3_objective_evolution,3,wiki,"How did the training objective evolve from BERT to GPT-3 to InstructGPT, and why?","The training objective evolved from BERT's Masked Language Model (MLM) and Next Sentence Prediction (NSP) to GPT-3's autoregressive language modeling, and then to InstructGPT's three-stage fine-tuning process involving Supervised Fine-Tuning (SFT), Reward Modeling (RM), and Reinforcement Learning with Human Feedback (PPO). This evolution reflects a shift from pre-training on bidirectional language understanding to autoregressive generation, and finally to aligning models with human preferences through reinforcement learning.",2289,136,4.08,pre-training-tasks.md fine-tuning-process.md training-data-sources.md model-architecture.md training-process.md,1,2,Candidate accurately describes the evolution of training objectives but mischaracterizes GPT-3's approach as fine-tuning rather than prompting.
2,t3_objective_evolution,3,rag,"How did the training objective evolve from BERT to GPT-3 to InstructGPT, and why?","The training objective evolved from BERT, which used masked language modeling (MLM) and next sentence prediction (NSP), to GPT-3, which used a left-to-right language model (LTR) without NSP. InstructGPT further refined this by fine-tuning GPT-3 on human data to improve instruction following, truthfulness, and reliability, aligning the model more closely with human preferences. This evolution aimed to enhance performance on downstream tasks and improve safety and reliability.",1606,101,3.2,bert instructgpt instructgpt instructgpt bert,1,2,Candidate partially captures the evolution of training objectives but mischaracterizes GPT-3's architecture.
2,t3_adaptation_contrast,3,wiki,Contrast how BERT and GPT-3 adapt to a new downstream task.,"BERT adapts to a new downstream task using either a fine-tuning approach (adding task-specific layers and jointly training all parameters) or a feature-based approach (extracting fixed pre-trained representations). In contrast, GPT-3 adapts through a three-stage fine-tuning process: Supervised Fine-Tuning (SFT), Reward Modeling (RM), and Reinforcement Learning with Human Feedback (PPO), focusing on parameter optimization rather than architectural changes.",2268,120,3.76,feature-based-vs-fine-tuning.md fine-tuning-process.md model-architecture.md training-data.md training-process.md,1,2,Candidate introduces unnecessary complexity and mislabels GPT-3's process.
2,t3_adaptation_contrast,3,rag,Contrast how BERT and GPT-3 adapt to a new downstream task.,"BERT adapts to a new downstream task through fine-tuning, where the pre-trained model is initialized with its parameters and all parameters are fine-tuned using labeled data from the downstream task. In contrast, GPT-3 adapts to a new downstream task through fine-tuning as well, but it is fine-tuned on human data to improve instruction following and truthfulness, as seen in the InstructGPT model.",1624,87,2.9,bert instructgpt bert instructgpt instructgpt,2,2,Accurately describes both models' adaptation methods.
2,t3_attention_lineage,3,wiki,How does the attention mechanism from the Transformer carry into BERT and GPT-3?,"The attention mechanism from the Transformer is used in both BERT and GPT-3. BERT uses self-attention mechanisms to process text in both directions, enabling bidirectional training. GPT-3, on the other hand, is based on the Transformer architecture without any architectural changes, implying it also utilizes self-attention mechanisms.",2421,94,2.88,self-attention.md encoder-decoder-architecture.md bidirectional-training.md model-architecture.md training-data.md,2,2,Accurately describes the attention mechanism in both models.
2,t3_attention_lineage,3,rag,How does the attention mechanism from the Transformer carry into BERT and GPT-3?,"The attention mechanism in the Transformer is used in both BERT and GPT-3. BERT uses bidirectional self-attention, allowing each token to attend to all other tokens in the input, while GPT-3 uses constrained self-attention, where each token can only attend to context to its left.",1638,64,2.2,bert bert bert transformer bert,2,2,Accurately describes attention mechanisms in BERT and GPT-3.
2,t3_human_data_role,3,wiki,How does the role of human-labeled data change from BERT to GPT-3 to InstructGPT?,"BERT does not use human-labeled data for pre-training, relying instead on masked language modeling and next sentence prediction tasks. GPT-3 is trained on broad internet data without explicit human-labeled data, focusing on unsupervised learning. InstructGPT incorporates human-labeled data through labeler-written prompts and API-submitted prompts, which are used for supervised fine-tuning, reward modeling, and reinforcement learning with human feedback.",2396,115,3.64,pre-training-tasks.md training-data.md fine-tuning-process.md training-data-sources.md model-architecture.md,2,2,"Accurately describes the shift in reliance on human-labeled data across BERT, GPT-3, and InstructGPT."
2,t3_human_data_role,3,rag,How does the role of human-labeled data change from BERT to GPT-3 to InstructGPT?,"The role of human-labeled data changes from BERT to GPT-3 to InstructGPT as follows: BERT does not use human-labeled data in its pre-training, relying instead on masked language modeling and next sentence prediction. GPT-3 is pre-trained on a vast amount of unlabeled text and does not use human-labeled data for fine-tuning. In contrast, InstructGPT is fine-tuned on human-labeled data to align the model with human preferences, leading to improved instruction-following and behavior.",1939,111,3.66,instructgpt instructgpt instructgpt instructgpt bert,2,2,Accurately describes the shift in reliance on human-labeled data.
2,t3_finetune_to_prompt,3,wiki,"Why did the field move from fine-tuning toward prompting, and what limit of scaling did InstructGPT identify?",The provided pages do not address why the field moved from fine-tuning toward prompting or the specific limits of scaling identified by InstructGPT.,2336,56,2.08,fine-tuning-process.md training-data-sources.md evaluation-methodology.md model-architecture.md training-process.md,2,2,Directly quotes reference answer.
2,t3_finetune_to_prompt,3,rag,"Why did the field move from fine-tuning toward prompting, and what limit of scaling did InstructGPT identify?","The field moved from fine-tuning toward prompting because prompting allows models to follow instructions without direct supervision, enabling generalization to new tasks. InstructGPT identified the limit of scaling in that fine-tuned models, despite having fewer parameters, outperformed larger models like GPT-3 when following instructions, indicating the effectiveness of human preference fine-tuning over scaling alone.",1556,76,2.57,instructgpt instructgpt instructgpt instructgpt instructgpt,2,2,Candidate accurately captures the shift from fine-tuning to prompting and correctly identifies InstructGPT's finding on scaling limits.
2,t3_directionality_goals,3,wiki,How do BERT's bidirectionality and GPT's unidirectionality reflect different design goals?,"BERT's bidirectionality allows it to capture contextual relationships in both directions, enhancing understanding of full context, which is critical for tasks like question answering. In contrast, GPT's unidirectionality focuses on processing text in a single direction, which may prioritize sequential understanding and generation. These reflect different design goals: BERT emphasizes contextual comprehension, while GPT emphasizes sequential generation and efficiency.",2514,105,3.06,bidirectional-training.md encoder-decoder-architecture.md self-attention.md training-data.md recurrent-models.md,2,2,Accurately captures design goals and differences between BERT and GPT.
2,t3_directionality_goals,3,rag,How do BERT's bidirectionality and GPT's unidirectionality reflect different design goals?,"BERT's bidirectionality allows it to capture context from both left and right, enhancing understanding of sentence relationships, while GPT's unidirectionality focuses on left-context-only, prioritizing sequential prediction and simplicity. These reflect design goals of comprehensive contextual understanding versus efficient, sequential processing.",1928,58,2.35,bert bert bert instructgpt bert,2,2,Accurately captures design goals and differences between BERT and GPT.
2,t4_finetuning_necessary,4,wiki,Is task-specific fine-tuning necessary to adapt a language model? Do the papers agree?,"The papers suggest that task-specific fine-tuning is not strictly necessary, as the feature-based approach can achieve competitive performance. However, the fine-tuning approach, including methods like InstructGPT's three-stage process, is also effective and often used to align models with specific tasks and human preferences. The papers do not explicitly agree on necessity but present both methods as viable.",2377,106,3.16,feature-based-vs-fine-tuning.md fine-tuning-process.md model-architecture.md training-data-sources.md training-data.md,1,2,Candidate accurately reflects disagreement and presents both methods as viable.
2,t4_finetuning_necessary,4,rag,Is task-specific fine-tuning necessary to adapt a language model? Do the papers agree?,"Yes, task-specific fine-tuning is generally considered necessary to adapt a language model, as the excerpts indicate that fine-tuning on task-specific datasets improves downstream performance. However, there is a recognition that task-agnostic, few-shot learning can also be effective, especially with large models like GPT-3, which can perform well without extensive fine-tuning. The papers do not fully agree, as some emphasize the need for task-specific fine-tuning, while others explore alternatives like instruction following and few-shot learning.",1765,104,3.42,instructgpt gpt3 instructgpt gpt3 gpt3,1,2,Candidate accurately captures nuances of disagreement between papers.
2,t4_bigger_better,4,wiki,Does bigger always mean better? Contrast GPT-3's scaling thesis with InstructGPT's finding.,"No, bigger does not always mean better. GPT-3's scaling thesis suggests that increasing model size leads to better performance, as larger models consistently outperform smaller ones across tasks. In contrast, InstructGPT's findings show that while larger models can improve performance, fine-tuning and training procedures, such as SFT, RM, and PPO, are critical for aligning models with human preferences, and simply increasing size does not guarantee better results.",2311,122,3.69,training-process.md model-size-impact.md fine-tuning-process.md training-data-sources.md hyperparameter-ablation.md,2,2,Accurately summarizes and contrasts the scaling thesis with InstructGPT's findings.
2,t4_bigger_better,4,rag,Does bigger always mean better? Contrast GPT-3's scaling thesis with InstructGPT's finding.,"Does bigger always mean better? GPT-3's scaling thesis suggests that larger models perform better, showing smooth scaling with model capacity and larger models being more proficient meta-learners. In contrast, InstructGPT's findings indicate that smaller models, when fine-tuned with human preferences, can outperform larger models in specific tasks, demonstrating that size alone does not guarantee better performance.",1510,79,2.68,gpt3 instructgpt instructgpt gpt3 instructgpt,2,2,Accurately summarizes and contrasts the two papers.
2,t4_data_needs,4,wiki,Do these papers agree on how much labeled human data you need?,"The papers do not explicitly agree on how much labeled human data is needed, as they focus on different aspects of training and fine-tuning. The training-data-sources.md mentions datasets with varying sizes (e.g., ~13k, ~33k, ~31k prompts), while the hyperparameter-ablation.md discusses hyperparameters but does not specify labeled data requirements. Thus, the provided pages do not provide a clear consensus on the amount of labeled human data needed.",2442,125,4.16,training-data-sources.md training-data.md fine-tuning-process.md evaluation-methodology.md hyperparameter-ablation.md,2,2,Accurately reflects the nuanced disagreement between papers.
2,t4_data_needs,4,rag,Do these papers agree on how much labeled human data you need?,The excerpts do not provide information on how much labeled human data is needed.,1620,16,1.15,instructgpt gpt3 instructgpt instructgpt gpt3,2,2,Directly addresses the question with accurate information from the references.
2,t4_bi_vs_uni,4,wiki,"Is bidirectional or unidirectional attention right, and what do BERT and GPT argue?","BERT uses bidirectional attention, allowing it to capture contextual relationships in both directions, while GPT uses unidirectional attention, processing text in a single direction.",2286,58,1.97,bidirectional-training.md encoder-decoder-architecture.md self-attention.md recurrent-models.md,2,2,Accurately describes BERT and GPT's attention mechanisms.
2,t4_bi_vs_uni,4,rag,"Is bidirectional or unidirectional attention right, and what do BERT and GPT argue?","BERT uses bidirectional attention, while GPT uses unidirectional attention. BERT's bidirectional attention allows it to capture context from both directions, whereas GPT's unidirectional attention processes context in one direction only.",1912,46,4.36,bert bert bert bert bert,2,2,Accurately summarizes opposing positions in BERT and GPT.
2,t4_encoder_decoder,4,wiki,Where do the Transformer and BERT diverge on encoder-decoder structure?,"The Transformer uses an encoder-decoder architecture with self-attention mechanisms in both encoder and decoder layers, while BERT does not use an encoder-decoder structure and instead employs a single transformer-based encoder for bidirectional training.",2415,71,2.45,encoder-decoder-architecture.md bidirectional-training.md model-architecture.md self-attention.md training-data.md,2,2,Accurately describes divergence in encoder-decoder structure.
2,t4_encoder_decoder,4,rag,Where do the Transformer and BERT diverge on encoder-decoder structure?,"The Transformer uses an encoder-decoder structure, while BERT employs a pure encoder structure without a decoder.",1661,22,1.31,bert bert bert transformer bert,2,2,Accurately describes the divergence in structure.
2,t4_best_task_method,4,wiki,"Across these papers, is fine-tuning, prompting, or alignment the best route to good task behavior?","Based on the provided pages, fine-tuning is highlighted as the primary method for achieving good task behavior, with alignment criteria and prompting playing supporting roles. Fine-tuning, particularly through the three-stage process (SFT, RM, PPO), is emphasized as the core approach to align models with human preferences and improve task performance.",2375,94,3.03,fine-tuning-process.md alignment-criteria.md evaluation-methodology.md training-data-sources.md model-architecture.md,2,2,Candidate accurately summarizes the papers' methods and their relative importance.
2,t4_best_task_method,4,rag,"Across these papers, is fine-tuning, prompting, or alignment the best route to good task behavior?","Fine-tuning is highlighted as a consistent finding across studies for improving downstream performance on held-out tasks, both in zero-shot and few-shot settings. Prompting, such as using a few-shot prefix, is shown to influence instruction-following behavior, but fine-tuning is emphasized as a method to align language models with user intentions, leading to better task behavior. Alignment is presented as a key goal, with fine-tuning methods like reinforcement learning from human feedback (RLHF) being used to achieve it. Thus, fine-tuning is considered a best route to good task behavior.",1734,117,3.64,instructgpt instructgpt instructgpt instructgpt instructgpt,1,2,"Candidate misinterprets the reference as favoring fine-tuning, when in fact it presents each method as having its own strengths."
3,t1_transformer_layers,1,wiki,"In the original Transformer, how many layers are stacked in the encoder and in the decoder of the base model?",The original Transformer model's encoder and decoder each consist of 6 layers.,2424,41,1.72,encoder-decoder-architecture.md training-data.md model-architecture.md training-process.md self-attention.md,2,2,Accurately states the number of layers in both encoder and decoder.
3,t1_transformer_layers,1,rag,"In the original Transformer, how many layers are stacked in the encoder and in the decoder of the base model?",The original Transformer base model stacks 6 layers in both the encoder and the decoder.,1726,18,1.59,transformer transformer transformer bert transformer,2,2,Accurately reproduces reference answer.
3,t1_transformer_dims,1,wiki,What are d_model and the number of attention heads h in the Transformer base model?,The provided pages do not specify the values of d_model and the number of attention heads h in the Transformer base model.,2513,52,4.83,training-data.md encoder-decoder-architecture.md self-attention.md multi-headed-attention.md model-architecture.md,2,2,Matches reference exactly.
3,t1_transformer_dims,1,rag,What are d_model and the number of attention heads h in the Transformer base model?,"In the Transformer base model, d_model is 512 and the number of attention heads h is 8.",2005,25,1.94,transformer transformer bert transformer transformer,2,2,Matches reference exactly.
3,t1_bert_objectives,1,wiki,What two pre-training objectives does BERT use?,BERT uses the Masked Language Model (MLM) and Next Sentence Prediction (NSP) as its two pre-training objectives.,1684,39,1.51,pre-training-tasks.md ablation-studies.md,2,2,Identical to reference answer.
3,t1_bert_objectives,1,rag,What two pre-training objectives does BERT use?,BERT uses the Masked Language Model (MLM) and the Next Sentence Prediction (NSP) as its two pre-training objectives.,1872,28,1.82,bert bert bert bert bert,2,2,Identical to reference answer.
3,t1_bert_mask_pct,1,wiki,What fraction of WordPiece tokens does BERT mask for the masked-LM objective?,The provided pages do not specify the fraction of WordPiece tokens BERT masks for the masked-LM objective.,2224,51,1.93,pre-training-tasks.md ablation-studies.md model-size-impact.md training-data.md hyperparameter-ablation.md,2,2,Direct quote from reference answer is not provided.
3,t1_bert_mask_pct,1,rag,What fraction of WordPiece tokens does BERT mask for the masked-LM objective?,15%,1741,4,0.91,bert bert bert bert bert,2,2,Matches reference exactly.
3,t1_gpt3_params,1,wiki,How many parameters does the largest GPT-3 model have?,The provided pages do not specify the number of parameters in the largest GPT-3 model.,2270,45,1.88,training-process.md model-architecture.md training-data.md fine-tuning-process.md model-size-impact.md,2,2,Directly quotes reference answer.
3,t1_gpt3_params,1,rag,How many parameters does the largest GPT-3 model have?,The largest GPT-3 model has 175 billion parameters.,1852,16,1.71,instructgpt instructgpt instructgpt gpt3 gpt3,2,2,Direct quote of reference answer.
3,t1_instructgpt_steps,1,wiki,What are the three steps of the InstructGPT training method?,"The three steps of the InstructGPT training method are Supervised Fine-Tuning (SFT), Reward Modeling (RM), and Reinforcement Learning with Human Feedback (PPO).",1995,54,1.95,fine-tuning-process.md training-process.md training-data-sources.md,2,2,Matches reference exactly.
3,t1_instructgpt_steps,1,rag,What are the three steps of the InstructGPT training method?,"The three steps of the InstructGPT training method are: 1) Pre-training on a large corpus, 2) Fine-tuning using human preferences through reinforcement learning with human feedback (RLHF), and 3) Evaluating model alignment and performance on various tasks.",1629,57,3.38,instructgpt gpt3 instructgpt gpt3 gpt3,2,2,Accurately describes the training method with minor rephrasing.
3,t2_transformer_posenc,2,wiki,Why does the Transformer need positional encodings?,"The Transformer needs positional encodings to provide information about the relative or absolute position of tokens in the sequence. Since self-attention mechanisms do not account for the order of tokens by default, positional encodings are added to the input embeddings to preserve sequential information, which is crucial for tasks like machine translation.",2501,87,2.75,self-attention.md encoder-decoder-architecture.md training-data.md recurrent-models.md model-architecture.md,2,2,Matches reference closely.
3,t2_transformer_posenc,2,rag,Why does the Transformer need positional encodings?,"The Transformer needs positional encodings to provide information about the relative or absolute position of the tokens in the sequence, as the model does not have an inherent understanding of the order of elements in the input.",2004,41,2.0,transformer transformer bert transformer transformer,2,2,Matches reference closely.
3,t2_transformer_scale,2,wiki,Why are dot products scaled by 1/sqrt(d_k) in scaled dot-product attention?,The provided pages do not mention why dot products are scaled by 1/sqrt(d_k) in scaled dot-product attention.,2154,50,1.75,self-attention.md multi-headed-attention.md encoder-decoder-architecture.md,0,0,Candidate answer contradicts reference by stating the pages do not mention it.
3,t2_transformer_scale,2,rag,Why are dot products scaled by 1/sqrt(d_k) in scaled dot-product attention?,"The dot products are scaled by 1/sqrt(d_k) to counteract the effect of large magnitudes for large values of d_k, which pushes the softmax function into regions with extremely small gradients.",1661,42,2.19,transformer transformer transformer transformer transformer,2,2,Identical in meaning and wording.
3,t2_bert_why_masked,2,wiki,Why does BERT use a masked LM instead of a standard left-to-right language model?,"BERT uses a masked LM instead of a standard left-to-right language model because the masked LM task forces the model to understand context from both directions, enabling it to capture richer contextual relationships. This bidirectional training is crucial for developing the model's ability to handle complex linguistic patterns. [[pre-training-tasks]]",2098,94,2.84,pre-training-tasks.md ablation-studies.md bidirectional-training.md feature-based-vs-fine-tuning.md model-size-impact.md,2,2,Accurately conveys the main idea behind BERT's design choice.
3,t2_bert_why_masked,2,rag,Why does BERT use a masked LM instead of a standard left-to-right language model?,"BERT uses a masked LM instead of a standard left-to-right language model because a deep bidirectional model is strictly more powerful than either a left-to-right model or the shallow concatenation of a left-to-right and a right-to-left model. The masked LM objective enables the representation to fuse the left and the right context, allowing BERT to pre-train a deep bidirectional Transformer.",1765,78,2.52,bert bert bert bert bert,2,2,Accurately conveys the technical motivation behind BERT's design choice.
3,t2_gpt3_incontext,2,wiki,What is in-context learning as described in the GPT-3 paper?,"In-context learning, as described in the GPT-3 paper, refers to the ability of a model to perform tasks by using a small number of examples (K) during inference, which includes context-completion pairs. This approach reduces reliance on task-specific data and balances performance with efficiency. It encompasses zero-shot, one-shot, and few-shot learning methods, where the model generates completions based on task descriptions or a few examples.",1863,100,3.01,few-shot.md one-shot.md zero-shot.md,1,2,"Candidate answer partially captures the essence of in-context learning, but introduces unnecessary complexity with ""context-completion pairs"" and ""balances performance with efficiency""."
3,t2_gpt3_incontext,2,rag,What is in-context learning as described in the GPT-3 paper?,"In-context learning, as described in the GPT-3 paper, refers to the setting where a model is given a few demonstrations of a task at inference time as conditioning, without allowing any weight updates. This method involves providing the model with examples of context and completion, and then expecting it to provide the completion for a new context. It is also referred to as ""meta-learning"" to capture the inner-loop/outer-loop structure, and specifically termed ""zero-shot,"" ""one-shot,"" or ""few-shot"" depending on the number of demonstrations provided.",1620,112,3.48,gpt3 gpt3 gpt3 gpt3 gpt3,2,2,Candidate answer accurately describes in-context learning from the GPT-3 paper without introducing extraneous information.
3,t2_gpt3_scale_fewshot,2,wiki,"According to the GPT-3 paper, how does model scale relate to few-shot performance?","The GPT-3 paper indicates that larger models generally perform better in few-shot learning, as they can leverage more parameters to generate accurate completions with fewer examples. However, the specific relationship between model scale and few-shot performance is not explicitly detailed in the provided pages.",2306,80,2.77,few-shot.md training-process.md model-size-impact.md training-data.md encoder-decoder-architecture.md,1,2,Candidate answer accurately captures the main idea but omits specific details about task-agnostic few-shot ability.
3,t2_gpt3_scale_fewshot,2,rag,"According to the GPT-3 paper, how does model scale relate to few-shot performance?","According to the GPT-3 paper, model scale relates to few-shot performance by showing that few-shot learning improves dramatically with model size.",1661,29,2.1,gpt3 gpt3 instructgpt gpt3 gpt3,2,2,Candidate answer accurately captures the relationship between model scale and few-shot performance.
3,t2_instructgpt_small_beats_big,2,wiki,Why can a 1.3B-parameter InstructGPT model be preferred to the 175B GPT-3?,The provided pages do not address the comparison between a 1.3B-parameter InstructGPT model and the 175B GPT-3 model.,2329,62,4.92,model-size-impact.md fine-tuning-process.md training-data-sources.md alignment-criteria.md training-process.md,2,2,Directly addresses the question with a relevant explanation.
3,t2_instructgpt_small_beats_big,2,rag,Why can a 1.3B-parameter InstructGPT model be preferred to the 175B GPT-3?,"A 1.3B-parameter InstructGPT model can be preferred to the 175B GPT-3 because it is fine-tuned on human data, leading to better instruction following, higher truthfulness, and reduced hallucination rates, even though it has significantly fewer parameters.",1654,61,2.35,instructgpt instructgpt instructgpt instructgpt gpt3,2,2,Candidate answer accurately summarizes the benefits of human-feedback alignment.
3,t3_objective_evolution,3,wiki,"How did the training objective evolve from BERT to GPT-3 to InstructGPT, and why?","The training objective evolved from BERT's Masked Language Model (MLM) and Next Sentence Prediction (NSP) to GPT-3's autoregressive language modeling, and then to InstructGPT's three-stage fine-tuning process involving Supervised Fine-Tuning (SFT), Reward Modeling (RM), and Reinforcement Learning with Human Feedback (PPO). This evolution reflects a shift from pre-training on bidirectional language understanding to autoregressive generation, and finally to aligning models with human preferences through reinforcement learning.",2289,136,3.91,pre-training-tasks.md fine-tuning-process.md training-data-sources.md model-architecture.md training-process.md,1,2,Candidate accurately describes the evolution of training objectives but mischaracterizes GPT-3's approach as fine-tuning rather than prompting.
3,t3_objective_evolution,3,rag,"How did the training objective evolve from BERT to GPT-3 to InstructGPT, and why?","The training objective for BERT included masked language modeling (MLM) and next sentence prediction (NSP), with NSP being removed in some ablation studies. GPT-3 used a left-to-right language model (LTR) without NSP, focusing on single-directional prediction. InstructGPT evolved from GPT-3 by fine-tuning on human data to improve instruction following, truthfulness, and reliability, aligning the model more closely with human preferences and reducing hallucinations and toxicity.",1606,103,3.54,bert instructgpt instructgpt instructgpt bert,1,2,Candidate partially captures the evolution of training objectives but mischaracterizes InstructGPT as fine-tuning on human data.
3,t3_adaptation_contrast,3,wiki,Contrast how BERT and GPT-3 adapt to a new downstream task.,"BERT adapts to a new downstream task using either a fine-tuning approach (adding task-specific layers and jointly training all parameters) or a feature-based approach (extracting fixed pre-trained representations). In contrast, GPT-3 adapts through a three-stage fine-tuning process: Supervised Fine-Tuning (SFT), Reward Modeling (RM), and Reinforcement Learning with Human Feedback (PPO), focusing on parameter optimization rather than architectural changes.",2268,120,3.43,feature-based-vs-fine-tuning.md fine-tuning-process.md model-architecture.md training-data.md training-process.md,1,2,Candidate introduces unnecessary complexity and mislabels GPT-3's process.
3,t3_adaptation_contrast,3,rag,Contrast how BERT and GPT-3 adapt to a new downstream task.,"BERT adapts to a new downstream task through fine-tuning, where the pre-trained model is initialized with its parameters and all parameters are fine-tuned using labeled data from the downstream task. In contrast, GPT-3 adapts to a new downstream task through fine-tuning as well, but it is fine-tuned on human data to improve instruction following and truthfulness, as seen in the InstructGPT model.",1624,87,3.13,bert instructgpt bert instructgpt instructgpt,2,2,Accurately describes both models' adaptation methods.
3,t3_attention_lineage,3,wiki,How does the attention mechanism from the Transformer carry into BERT and GPT-3?,"The attention mechanism from the Transformer is used in both BERT and GPT-3. BERT uses self-attention mechanisms to process text in both directions, enabling bidirectional training. GPT-3, on the other hand, is based on the Transformer architecture without any architectural changes, implying it also utilizes self-attention mechanisms.",2421,94,2.87,self-attention.md encoder-decoder-architecture.md bidirectional-training.md model-architecture.md training-data.md,2,2,Accurately describes the attention mechanism in both models.
3,t3_attention_lineage,3,rag,How does the attention mechanism from the Transformer carry into BERT and GPT-3?,"The attention mechanism in the Transformer is used in both BERT and GPT-3. BERT uses bidirectional self-attention, allowing each token to attend to all other tokens in the input, while GPT-3 uses constrained self-attention, where each token can only attend to context to its left.",1638,64,2.18,bert bert bert transformer bert,2,2,Accurately describes attention mechanisms in BERT and GPT-3.
3,t3_human_data_role,3,wiki,How does the role of human-labeled data change from BERT to GPT-3 to InstructGPT?,"BERT does not use human-labeled data for pre-training, relying instead on masked language modeling and next sentence prediction tasks. GPT-3 is trained on broad internet data without explicit human-labeled data, focusing on unsupervised learning. InstructGPT incorporates human-labeled data through labeler-written prompts and API-submitted prompts, which are used for supervised fine-tuning, reward modeling, and reinforcement learning with human feedback.",2396,115,3.32,pre-training-tasks.md training-data.md fine-tuning-process.md training-data-sources.md model-architecture.md,2,2,"Accurately describes the shift in reliance on human-labeled data across BERT, GPT-3, and InstructGPT."
3,t3_human_data_role,3,rag,How does the role of human-labeled data change from BERT to GPT-3 to InstructGPT?,"The role of human-labeled data changes from BERT to GPT-3 to InstructGPT as follows: BERT does not use human-labeled data in its pre-training, relying instead on masked language modeling and next sentence prediction. GPT-3 is pre-trained on a vast amount of unlabeled text and does not use human-labeled data for fine-tuning. In contrast, InstructGPT is fine-tuned on human-labeled data to align the model with human preferences, leading to improved instruction-following and behavior.",1939,111,3.66,instructgpt instructgpt instructgpt instructgpt bert,2,2,Accurately describes the shift in reliance on human-labeled data.
3,t3_finetune_to_prompt,3,wiki,"Why did the field move from fine-tuning toward prompting, and what limit of scaling did InstructGPT identify?",The provided pages do not address why the field moved from fine-tuning toward prompting or the specific limits of scaling identified by InstructGPT.,2336,56,2.11,fine-tuning-process.md training-data-sources.md evaluation-methodology.md model-architecture.md training-process.md,2,2,Directly quotes reference answer.
3,t3_finetune_to_prompt,3,rag,"Why did the field move from fine-tuning toward prompting, and what limit of scaling did InstructGPT identify?","The field moved from fine-tuning toward prompting because prompting allows models to follow instructions without direct supervision, enabling generalization to new tasks. InstructGPT identified the limit of scaling in that fine-tuned models, despite having fewer parameters, outperformed larger models like GPT-3 when following instructions, indicating the effectiveness of human preference fine-tuning over scaling alone.",1556,76,2.43,instructgpt instructgpt instructgpt instructgpt instructgpt,2,2,Candidate accurately captures the shift from fine-tuning to prompting and correctly identifies InstructGPT's finding on scaling limits.
3,t3_directionality_goals,3,wiki,How do BERT's bidirectionality and GPT's unidirectionality reflect different design goals?,"BERT's bidirectionality allows it to capture contextual relationships in both directions, enhancing understanding of full context, which is critical for tasks like question answering. In contrast, GPT's unidirectionality focuses on processing text in a single direction, which may prioritize sequential understanding and generation. These reflect different design goals: BERT emphasizes contextual comprehension, while GPT emphasizes sequential generation and efficiency.",2514,105,3.11,bidirectional-training.md encoder-decoder-architecture.md self-attention.md training-data.md recurrent-models.md,2,2,Accurately captures design goals and differences between BERT and GPT.
3,t3_directionality_goals,3,rag,How do BERT's bidirectionality and GPT's unidirectionality reflect different design goals?,"BERT's bidirectionality allows it to capture context from both left and right, enhancing understanding of sentence relationships, while GPT's unidirectionality focuses on left-context-only, prioritizing sequential prediction and simplicity. These reflect design goals of comprehensive contextual understanding versus efficient, sequential processing.",1928,58,1.85,bert bert bert instructgpt bert,2,2,Accurately captures design goals and differences between BERT and GPT.
3,t4_finetuning_necessary,4,wiki,Is task-specific fine-tuning necessary to adapt a language model? Do the papers agree?,"The papers suggest that task-specific fine-tuning is not strictly necessary, as the feature-based approach can achieve competitive performance. However, the fine-tuning approach, including methods like InstructGPT's three-stage process, is also effective and often used to align models with specific tasks and human preferences. The papers do not explicitly agree on necessity but present both methods as viable.",2377,106,3.12,feature-based-vs-fine-tuning.md fine-tuning-process.md model-architecture.md training-data-sources.md training-data.md,1,2,Candidate accurately reflects disagreement and presents both methods as viable.
3,t4_finetuning_necessary,4,rag,Is task-specific fine-tuning necessary to adapt a language model? Do the papers agree?,"Yes, task-specific fine-tuning is generally considered necessary to adapt a language model, as the excerpts indicate that fine-tuning on task-specific datasets improves downstream performance. However, there is a recognition that task-agnostic, few-shot learning can also be effective, especially with large models like GPT-3, which can perform well without extensive fine-tuning. The papers do not fully agree, as some emphasize the need for task-specific fine-tuning, while others explore alternatives like instruction following and few-shot learning.",1765,104,3.33,instructgpt gpt3 instructgpt gpt3 gpt3,1,2,Candidate accurately captures nuances of disagreement between papers.
3,t4_bigger_better,4,wiki,Does bigger always mean better? Contrast GPT-3's scaling thesis with InstructGPT's finding.,"No, bigger does not always mean better. GPT-3's scaling thesis suggests that increasing model size leads to better performance, as larger models consistently outperform smaller ones across tasks. In contrast, InstructGPT's findings show that while larger models can improve performance, fine-tuning and training procedures, such as SFT, RM, and PPO, are critical for aligning models with human preferences, and simply increasing size does not guarantee better results.",2311,122,3.31,training-process.md model-size-impact.md fine-tuning-process.md training-data-sources.md hyperparameter-ablation.md,2,2,Accurately summarizes and contrasts the scaling thesis with InstructGPT's findings.
3,t4_bigger_better,4,rag,Does bigger always mean better? Contrast GPT-3's scaling thesis with InstructGPT's finding.,"Does bigger always mean better? GPT-3's scaling thesis suggests that larger models perform better, showing smooth scaling with model capacity and larger models being more proficient meta-learners. In contrast, InstructGPT's findings indicate that smaller models, when fine-tuned with human preferences, can outperform larger models in specific tasks, demonstrating that size alone does not guarantee better performance.",1510,79,2.64,gpt3 instructgpt instructgpt gpt3 instructgpt,2,2,Accurately summarizes and contrasts the two papers.
